"PCN_Code","PCN_Name","Sex","Age_group","EXTRACT_DATE","Patients","Proportion"
"U01092","Cissbury Integrated Care PCN","Male","90-94 years","1st Apr 2022",194,0.0039843910453892
"U01092","Cissbury Integrated Care PCN","Male","95+ years","1st Apr 2022",57,0.00117067159581023
"U03364","Haywards Heath Villages PCN","Female","0-4 years","1st Apr 2022",1171,0.0291351512738853
"U03364","Haywards Heath Villages PCN","Female","5-9 years","1st Apr 2022",1273,0.0316729697452229
"U03364","Haywards Heath Villages PCN","Female","10-14 years","1st Apr 2022",1281,0.0318720143312102
"U03364","Haywards Heath Villages PCN","Female","15-19 years","1st Apr 2022",1141,0.0283887340764331
"U03364","Haywards Heath Villages PCN","Female","20-24 years","1st Apr 2022",829,0.0206259952229299
"U03364","Haywards Heath Villages PCN","Female","25-29 years","1st Apr 2022",1079,0.0268461385350318
"U03364","Haywards Heath Villages PCN","Female","30-34 years","1st Apr 2022",1418,0.035280652866242
"U03364","Haywards Heath Villages PCN","Female","35-39 years","1st Apr 2022",1433,0.0356538614649682
"U03364","Haywards Heath Villages PCN","Female","40-44 years","1st Apr 2022",1521,0.037843351910828
"U03364","Haywards Heath Villages PCN","Female","45-49 years","1st Apr 2022",1389,0.0345591162420382
"U03364","Haywards Heath Villages PCN","Female","50-54 years","1st Apr 2022",1427,0.0355045780254777
"U03364","Haywards Heath Villages PCN","Female","55-59 years","1st Apr 2022",1377,0.0342605493630573
"U03364","Haywards Heath Villages PCN","Female","60-64 years","1st Apr 2022",1109,0.0275925557324841
"U03364","Haywards Heath Villages PCN","Female","65-69 years","1st Apr 2022",993,0.0247064092356688
"U03364","Haywards Heath Villages PCN","Female","70-74 years","1st Apr 2022",1006,0.0250298566878981
"U03364","Haywards Heath Villages PCN","Female","75-79 years","1st Apr 2022",902,0.0224422770700637
"U03364","Haywards Heath Villages PCN","Female","80-84 years","1st Apr 2022",549,0.0136594347133758
"U03364","Haywards Heath Villages PCN","Female","85-89 years","1st Apr 2022",392,0.0097531847133758
"U03364","Haywards Heath Villages PCN","Female","90-94 years","1st Apr 2022",231,0.00574741242038217
"U03364","Haywards Heath Villages PCN","Female","95+ years","1st Apr 2022",83,0.00206508757961783
"U03364","Haywards Heath Villages PCN","Male","0-4 years","1st Apr 2022",1251,0.031125597133758
"U03364","Haywards Heath Villages PCN","Male","5-9 years","1st Apr 2022",1283,0.031921775477707
"U03364","Haywards Heath Villages PCN","Male","10-14 years","1st Apr 2022",1320,0.0328423566878981
"U03364","Haywards Heath Villages PCN","Male","15-19 years","1st Apr 2022",1273,0.0316729697452229
"U03364","Haywards Heath Villages PCN","Male","20-24 years","1st Apr 2022",861,0.021422173566879
"U03364","Haywards Heath Villages PCN","Male","25-29 years","1st Apr 2022",966,0.0240346337579618
"U03364","Haywards Heath Villages PCN","Male","30-34 years","1st Apr 2022",1186,0.0295083598726115
"U03364","Haywards Heath Villages PCN","Male","35-39 years","1st Apr 2022",1295,0.0322203423566879
"U03364","Haywards Heath Villages PCN","Male","40-44 years","1st Apr 2022",1423,0.0354050557324841
"U03364","Haywards Heath Villages PCN","Male","45-49 years","1st Apr 2022",1395,0.0347083996815287
"U03364","Haywards Heath Villages PCN","Male","50-54 years","1st Apr 2022",1419,0.0353055334394904
"U03364","Haywards Heath Villages PCN","Male","55-59 years","1st Apr 2022",1350,0.0335887738853503
"U03364","Haywards Heath Villages PCN","Male","60-64 years","1st Apr 2022",1082,0.0269207802547771
"U03364","Haywards Heath Villages PCN","Male","65-69 years","1st Apr 2022",932,0.0231886942675159
"U03364","Haywards Heath Villages PCN","Male","70-74 years","1st Apr 2022",868,0.0215963375796178
"U03364","Haywards Heath Villages PCN","Male","75-79 years","1st Apr 2022",803,0.0199791003184713
"U03364","Haywards Heath Villages PCN","Male","80-84 years","1st Apr 2022",462,0.0114948248407643
"U03364","Haywards Heath Villages PCN","Male","85-89 years","1st Apr 2022",285,0.00709096337579618
"U03364","Haywards Heath Villages PCN","Male","90-94 years","1st Apr 2022",102,0.00253781847133758
"U03364","Haywards Heath Villages PCN","Male","95+ years","1st Apr 2022",32,0.000796178343949045
"U04725","Haywards Heath Central PCN","Female","0-4 years","1st Apr 2022",846,0.0256705910911518
"U04725","Haywards Heath Central PCN","Female","5-9 years","1st Apr 2022",1016,0.0308289841000121
"U04725","Haywards Heath Central PCN","Female","10-14 years","1st Apr 2022",1049,0.0318303192134968
"U04725","Haywards Heath Central PCN","Female","15-19 years","1st Apr 2022",907,0.0275215438766841
"U04725","Haywards Heath Central PCN","Female","20-24 years","1st Apr 2022",617,0.0187219322733341
"U04725","Haywards Heath Central PCN","Female","25-29 years","1st Apr 2022",852,0.0258526520208763
"U04725","Haywards Heath Central PCN","Female","30-34 years","1st Apr 2022",1136,0.0344702026945018
"U04725","Haywards Heath Central PCN","Female","35-39 years","1st Apr 2022",1172,0.0355625682728486
"U04725","Haywards Heath Central PCN","Female","40-44 years","1st Apr 2022",1254,0.0380507343124166
"U04725","Haywards Heath Central PCN","Female","45-49 years","1st Apr 2022",1198,0.0363514989683214
"U04725","Haywards Heath Central PCN","Female","50-54 years","1st Apr 2022",1158,0.0351377594368249
"U04725","Haywards Heath Central PCN","Female","55-59 years","1st Apr 2022",1070,0.0324675324675325
"U04725","Haywards Heath Central PCN","Female","60-64 years","1st Apr 2022",860,0.0260953999271756
"U04725","Haywards Heath Central PCN","Female","65-69 years","1st Apr 2022",765,0.0232127685398713
"U04725","Haywards Heath Central PCN","Female","70-74 years","1st Apr 2022",857,0.0260043694623134
"U04725","Haywards Heath Central PCN","Female","75-79 years","1st Apr 2022",753,0.0228486466804224
"U04725","Haywards Heath Central PCN","Female","80-84 years","1st Apr 2022",530,0.0160820487923292
"U04725","Haywards Heath Central PCN","Female","85-89 years","1st Apr 2022",383,0.0116215560140794
"U04725","Haywards Heath Central PCN","Female","90-94 years","1st Apr 2022",240,0.00728243718897924
"U04725","Haywards Heath Central PCN","Female","95+ years","1st Apr 2022",91,0.00276125743415463
"U04725","Haywards Heath Central PCN","Male","0-4 years","1st Apr 2022",905,0.0274608569001092
"U04725","Haywards Heath Central PCN","Male","5-9 years","1st Apr 2022",1054,0.0319820366549338
"U04725","Haywards Heath Central PCN","Male","10-14 years","1st Apr 2022",1077,0.0326799368855444
"U04725","Haywards Heath Central PCN","Male","15-19 years","1st Apr 2022",1033,0.0313448234008982
"U04725","Haywards Heath Central PCN","Male","20-24 years","1st Apr 2022",703,0.0213314722660517
"U04725","Haywards Heath Central PCN","Male","25-29 years","1st Apr 2022",801,0.0243051341182182
"U04725","Haywards Heath Central PCN","Male","30-34 years","1st Apr 2022",1029,0.0312234494477485
"U04725","Haywards Heath Central PCN","Male","35-39 years","1st Apr 2022",1153,0.0349860419953878
"U04725","Haywards Heath Central PCN","Male","40-44 years","1st Apr 2022",1271,0.0385665736133026
"U04725","Haywards Heath Central PCN","Male","45-49 years","1st Apr 2022",1272,0.03859691710159
"U04725","Haywards Heath Central PCN","Male","50-54 years","1st Apr 2022",1166,0.0353805073431242
"U04725","Haywards Heath Central PCN","Male","55-59 years","1st Apr 2022",1050,0.0318606627017842
"U04725","Haywards Heath Central PCN","Male","60-64 years","1st Apr 2022",857,0.0260043694623134
"U04725","Haywards Heath Central PCN","Male","65-69 years","1st Apr 2022",704,0.0213618157543391
"U04725","Haywards Heath Central PCN","Male","70-74 years","1st Apr 2022",693,0.0210280373831776
"U04725","Haywards Heath Central PCN","Male","75-79 years","1st Apr 2022",651,0.0197536108751062
"U04725","Haywards Heath Central PCN","Male","80-84 years","1st Apr 2022",403,0.0122284257798276
"U04725","Haywards Heath Central PCN","Male","85-89 years","1st Apr 2022",249,0.00755552858356597
"U04725","Haywards Heath Central PCN","Male","90-94 years","1st Apr 2022",102,0.00309503580531618
"U04725","Haywards Heath Central PCN","Male","95+ years","1st Apr 2022",29,0.000879961160334992
"U04748","Angmering Coppice Fitzalan (ACF) PCN","Female","0-4 years","1st Apr 2022",640,0.0221629670672161
"U04748","Angmering Coppice Fitzalan (ACF) PCN","Female","5-9 years","1st Apr 2022",767,0.0265609308446168
"U04748","Angmering Coppice Fitzalan (ACF) PCN","Female","10-14 years","1st Apr 2022",777,0.0269072272050421
"U04748","Angmering Coppice Fitzalan (ACF) PCN","Female","15-19 years","1st Apr 2022",708,0.0245177823181078
"U04748","Angmering Coppice Fitzalan (ACF) PCN","Female","20-24 years","1st Apr 2022",628,0.0217474114347058
"U04748","Angmering Coppice Fitzalan (ACF) PCN","Female","25-29 years","1st Apr 2022",784,0.0271496346573398
"U04748","Angmering Coppice Fitzalan (ACF) PCN","Female","30-34 years","1st Apr 2022",916,0.0317207466149531
"U04748","Angmering Coppice Fitzalan (ACF) PCN","Female","35-39 years","1st Apr 2022",850,0.0294351906361464
"U04748","Angmering Coppice Fitzalan (ACF) PCN","Female","40-44 years","1st Apr 2022",869,0.0300931537209544
"U04748","Angmering Coppice Fitzalan (ACF) PCN","Female","45-49 years","1st Apr 2022",835,0.0289157460955085
"U04748","Angmering Coppice Fitzalan (ACF) PCN","Female","50-54 years","1st Apr 2022",1012,0.0350451916750355
"U04748","Angmering Coppice Fitzalan (ACF) PCN","Female","55-59 years","1st Apr 2022",985,0.0341101915018873
"U04748","Angmering Coppice Fitzalan (ACF) PCN","Female","60-64 years","1st Apr 2022",900,0.0311666724382727
"U04748","Angmering Coppice Fitzalan (ACF) PCN","Female","65-69 years","1st Apr 2022",839,0.0290542646396786
"U04748","Angmering Coppice Fitzalan (ACF) PCN","Female","70-74 years","1st Apr 2022",915,0.0316861169789106
"U04748","Angmering Coppice Fitzalan (ACF) PCN","Female","75-79 years","1st Apr 2022",885,0.0306472278976348
"U04748","Angmering Coppice Fitzalan (ACF) PCN","Female","80-84 years","1st Apr 2022",591,0.0204661149011324
"U04748","Angmering Coppice Fitzalan (ACF) PCN","Female","85-89 years","1st Apr 2022",398,0.013782595144925
"U04748","Angmering Coppice Fitzalan (ACF) PCN","Female","90-94 years","1st Apr 2022",209,0.00723759393288776
"U04748","Angmering Coppice Fitzalan (ACF) PCN","Female","95+ years","1st Apr 2022",67,0.00232018561484919
"U04748","Angmering Coppice Fitzalan (ACF) PCN","Male","0-4 years","1st Apr 2022",696,0.0241022266855975
"U04748","Angmering Coppice Fitzalan (ACF) PCN","Male","5-9 years","1st Apr 2022",826,0.0286040793711258
"U04748","Angmering Coppice Fitzalan (ACF) PCN","Male","10-14 years","1st Apr 2022",867,0.0300238944488693
"U04748","Angmering Coppice Fitzalan (ACF) PCN","Male","15-19 years","1st Apr 2022",712,0.0246563008622779
"U04748","Angmering Coppice Fitzalan (ACF) PCN","Male","20-24 years","1st Apr 2022",659,0.0228209301520241
"U04748","Angmering Coppice Fitzalan (ACF) PCN","Male","25-29 years","1st Apr 2022",745,0.0257990788516813
"U04748","Angmering Coppice Fitzalan (ACF) PCN","Male","30-34 years","1st Apr 2022",956,0.0331059320566541
"U04748","Angmering Coppice Fitzalan (ACF) PCN","Male","35-39 years","1st Apr 2022",924,0.0319977837032933
"U04748","Angmering Coppice Fitzalan (ACF) PCN","Male","40-44 years","1st Apr 2022",881,0.0305087093534647
"U04748","Angmering Coppice Fitzalan (ACF) PCN","Male","45-49 years","1st Apr 2022",812,0.0281192644665305
"U04748","Angmering Coppice Fitzalan (ACF) PCN","Male","50-54 years","1st Apr 2022",1045,0.0361879696644388
"U04748","Angmering Coppice Fitzalan (ACF) PCN","Male","55-59 years","1st Apr 2022",1068,0.0369844512934169
"U04748","Angmering Coppice Fitzalan (ACF) PCN","Male","60-64 years","1st Apr 2022",861,0.0298161166326142
"U04748","Angmering Coppice Fitzalan (ACF) PCN","Male","65-69 years","1st Apr 2022",793,0.0274613013817225
"U04748","Angmering Coppice Fitzalan (ACF) PCN","Male","70-74 years","1st Apr 2022",820,0.0283963015548707
"U04748","Angmering Coppice Fitzalan (ACF) PCN","Male","75-79 years","1st Apr 2022",740,0.0256259306714686
"U04748","Angmering Coppice Fitzalan (ACF) PCN","Male","80-84 years","1st Apr 2022",471,0.0163105585760294
"U04748","Angmering Coppice Fitzalan (ACF) PCN","Male","85-89 years","1st Apr 2022",292,0.0101118537244174
"U04748","Angmering Coppice Fitzalan (ACF) PCN","Male","90-94 years","1st Apr 2022",107,0.0037053710565502
"U04748","Angmering Coppice Fitzalan (ACF) PCN","Male","95+ years","1st Apr 2022",27,0.00093500017314818
"U05632","Seaford PCN","Female","0-4 years","1st Apr 2022",494,0.0178506901785069
"U05632","Seaford PCN","Female","5-9 years","1st Apr 2022",602,0.0217532702175327
"U05632","Seaford PCN","Female","10-14 years","1st Apr 2022",609,0.0220062152200622
"U05632","Seaford PCN","Female","15-19 years","1st Apr 2022",567,0.0204885452048855
"U05632","Seaford PCN","Female","20-24 years","1st Apr 2022",464,0.0167666401676664
"U05632","Seaford PCN","Female","25-29 years","1st Apr 2022",539,0.0194767651947677
"U05632","Seaford PCN","Female","30-34 years","1st Apr 2022",649,0.0234516152345162
"U05632","Seaford PCN","Female","35-39 years","1st Apr 2022",687,0.0248247452482475
"U05632","Seaford PCN","Female","40-44 years","1st Apr 2022",694,0.0250776902507769
"U05632","Seaford PCN","Female","45-49 years","1st Apr 2022",758,0.0273903302739033
"U05632","Seaford PCN","Female","50-54 years","1st Apr 2022",930,0.0336055503360555
"U05632","Seaford PCN","Female","55-59 years","1st Apr 2022",1078,0.0389535303895353
"U05632","Seaford PCN","Female","60-64 years","1st Apr 2022",1073,0.0387728553877286
"U05632","Seaford PCN","Female","65-69 years","1st Apr 2022",1100,0.039748500397485
"U05632","Seaford PCN","Female","70-74 years","1st Apr 2022",1237,0.04469899544699
"U05632","Seaford PCN","Female","75-79 years","1st Apr 2022",1214,0.0438678904386789
"U05632","Seaford PCN","Female","80-84 years","1st Apr 2022",724,0.0261617402616174
"U05632","Seaford PCN","Female","85-89 years","1st Apr 2022",551,0.0199103851991039
"U05632","Seaford PCN","Female","90-94 years","1st Apr 2022",322,0.0116354701163547
"U05632","Seaford PCN","Female","95+ years","1st Apr 2022",110,0.0039748500397485
"U05632","Seaford PCN","Male","0-4 years","1st Apr 2022",505,0.0182481751824818
"U05632","Seaford PCN","Male","5-9 years","1st Apr 2022",620,0.022403700224037
"U05632","Seaford PCN","Male","10-14 years","1st Apr 2022",645,0.0233070752330708
"U05632","Seaford PCN","Male","15-19 years","1st Apr 2022",639,0.0230902652309027
"U05632","Seaford PCN","Male","20-24 years","1st Apr 2022",522,0.0188624701886247
"U05632","Seaford PCN","Male","25-29 years","1st Apr 2022",542,0.0195851701958517
"U05632","Seaford PCN","Male","30-34 years","1st Apr 2022",631,0.0228011852280119
"U05632","Seaford PCN","Male","35-39 years","1st Apr 2022",670,0.0242104502421045
"U05632","Seaford PCN","Male","40-44 years","1st Apr 2022",646,0.0233432102334321
"U05632","Seaford PCN","Male","45-49 years","1st Apr 2022",666,0.0240659102406591
"U05632","Seaford PCN","Male","50-54 years","1st Apr 2022",910,0.0328828503288285
"U05632","Seaford PCN","Male","55-59 years","1st Apr 2022",1041,0.0376165353761654
"U05632","Seaford PCN","Male","60-64 years","1st Apr 2022",1045,0.0377610753776108
"U05632","Seaford PCN","Male","65-69 years","1st Apr 2022",957,0.034581195345812
"U05632","Seaford PCN","Male","70-74 years","1st Apr 2022",1119,0.0404350654043507
"U05632","Seaford PCN","Male","75-79 years","1st Apr 2022",970,0.0350509503505095
"U05632","Seaford PCN","Male","80-84 years","1st Apr 2022",579,0.0209221652092217
"U05632","Seaford PCN","Male","85-89 years","1st Apr 2022",372,0.0134422201344222
"U05632","Seaford PCN","Male","90-94 years","1st Apr 2022",141,0.00509503505095035
"U05632","Seaford PCN","Male","95+ years","1st Apr 2022",52,0.0018790200187902
"U06871","Burgess Hill & Villages PCN","Female","0-4 years","1st Apr 2022",1254,0.0248937944177552
"U06871","Burgess Hill & Villages PCN","Female","5-9 years","1st Apr 2022",1409,0.0279707785762497
"U06871","Burgess Hill & Villages PCN","Female","10-14 years","1st Apr 2022",1607,0.0319013776948426
"U06871","Burgess Hill & Villages PCN","Female","15-19 years","1st Apr 2022",1315,0.026104736570453
"U06871","Burgess Hill & Villages PCN","Female","20-24 years","1st Apr 2022",1096,0.0217572557271608
"U06871","Burgess Hill & Villages PCN","Female","25-29 years","1st Apr 2022",1266,0.0251320125461548
"U06871","Burgess Hill & Villages PCN","Female","30-34 years","1st Apr 2022",1594,0.031643308055743
"U06871","Burgess Hill & Villages PCN","Female","35-39 years","1st Apr 2022",1597,0.0317028625878429
"U06871","Burgess Hill & Villages PCN","Female","40-44 years","1st Apr 2022",1674,0.0332314289117402
"U06871","Burgess Hill & Villages PCN","Female","45-49 years","1st Apr 2022",1755,0.0348394012784373
"U06871","Burgess Hill & Villages PCN","Female","50-54 years","1st Apr 2022",1952,0.0387501488863303
"U06871","Burgess Hill & Villages PCN","Female","55-59 years","1st Apr 2022",1867,0.0370627704768333
"U06871","Burgess Hill & Villages PCN","Female","60-64 years","1st Apr 2022",1576,0.0312859808631437
"U06871","Burgess Hill & Villages PCN","Female","65-69 years","1st Apr 2022",1322,0.0262436971453528
"U06871","Burgess Hill & Villages PCN","Female","70-74 years","1st Apr 2022",1375,0.0272958272124509
"U06871","Burgess Hill & Villages PCN","Female","75-79 years","1st Apr 2022",1293,0.0256680033350538
"U06871","Burgess Hill & Villages PCN","Female","80-84 years","1st Apr 2022",888,0.0176281415015683
"U06871","Burgess Hill & Villages PCN","Female","85-89 years","1st Apr 2022",613,0.0121689760590781
"U06871","Burgess Hill & Villages PCN","Female","90-94 years","1st Apr 2022",331,0.00657085004168817
"U06871","Burgess Hill & Villages PCN","Female","95+ years","1st Apr 2022",97,0.00192559653789653
"U06871","Burgess Hill & Villages PCN","Male","0-4 years","1st Apr 2022",1246,0.0247349823321555
"U06871","Burgess Hill & Villages PCN","Male","5-9 years","1st Apr 2022",1481,0.0294000873466471
"U06871","Burgess Hill & Villages PCN","Male","10-14 years","1st Apr 2022",1509,0.0299559296462461
"U06871","Burgess Hill & Villages PCN","Male","15-19 years","1st Apr 2022",1402,0.0278318180013499
"U06871","Burgess Hill & Villages PCN","Male","20-24 years","1st Apr 2022",1241,0.0246357247786557
"U06871","Burgess Hill & Villages PCN","Male","25-29 years","1st Apr 2022",1265,0.0251121610354548
"U06871","Burgess Hill & Villages PCN","Male","30-34 years","1st Apr 2022",1546,0.0306904355421448
"U06871","Burgess Hill & Villages PCN","Male","35-39 years","1st Apr 2022",1625,0.0322587048874419
"U06871","Burgess Hill & Villages PCN","Male","40-44 years","1st Apr 2022",1587,0.0315043474808433
"U06871","Burgess Hill & Villages PCN","Male","45-49 years","1st Apr 2022",1706,0.033866677254139
"U06871","Burgess Hill & Villages PCN","Male","50-54 years","1st Apr 2022",1859,0.0369039583912336
"U06871","Burgess Hill & Villages PCN","Male","55-59 years","1st Apr 2022",1793,0.0355937586850359
"U06871","Burgess Hill & Villages PCN","Male","60-64 years","1st Apr 2022",1463,0.0290427601540477
"U06871","Burgess Hill & Villages PCN","Male","65-69 years","1st Apr 2022",1266,0.0251320125461548
"U06871","Burgess Hill & Villages PCN","Male","70-74 years","1st Apr 2022",1195,0.0237225552864573
"U06871","Burgess Hill & Villages PCN","Male","75-79 years","1st Apr 2022",1060,0.0210426013419621
"U06871","Burgess Hill & Villages PCN","Male","80-84 years","1st Apr 2022",603,0.0119704609520785
"U06871","Burgess Hill & Villages PCN","Male","85-89 years","1st Apr 2022",438,0.00869496168658435
"U06871","Burgess Hill & Villages PCN","Male","90-94 years","1st Apr 2022",175,0.00347401437249375
"U06871","Burgess Hill & Villages PCN","Male","95+ years","1st Apr 2022",33,0.000655099853098821
"U07199","East & Central Brighton 1 PCN","Female","0-4 years","1st Apr 2022",815,0.0207215682286237
"U07199","East & Central Brighton 1 PCN","Female","5-9 years","1st Apr 2022",887,0.0225521852991279
"U07199","East & Central Brighton 1 PCN","Female","10-14 years","1st Apr 2022",976,0.0248150314001678
"U07199","East & Central Brighton 1 PCN","Female","15-19 years","1st Apr 2022",1103,0.0280440365106405
"U07199","East & Central Brighton 1 PCN","Female","20-24 years","1st Apr 2022",1750,0.0444941649080878
"U07199","East & Central Brighton 1 PCN","Female","25-29 years","1st Apr 2022",1718,0.043680557321197
"U07199","East & Central Brighton 1 PCN","Female","30-34 years","1st Apr 2022",1683,0.0427906740230353
"U07199","East & Central Brighton 1 PCN","Female","35-39 years","1st Apr 2022",1567,0.0398413465205563
"U07199","East & Central Brighton 1 PCN","Female","40-44 years","1st Apr 2022",1320,0.0335613129592433
"U07199","East & Central Brighton 1 PCN","Female","45-49 years","1st Apr 2022",1332,0.0338664158043274
"U07199","East & Central Brighton 1 PCN","Female","50-54 years","1st Apr 2022",1499,0.0381124303984135
"U07199","East & Central Brighton 1 PCN","Female","55-59 years","1st Apr 2022",1346,0.0342223691235921
"U07199","East & Central Brighton 1 PCN","Female","60-64 years","1st Apr 2022",928,0.0235946200198317
"U07199","East & Central Brighton 1 PCN","Female","65-69 years","1st Apr 2022",758,0.0192723297144746
"U07199","East & Central Brighton 1 PCN","Female","70-74 years","1st Apr 2022",602,0.0153059927283822
"U07199","East & Central Brighton 1 PCN","Female","75-79 years","1st Apr 2022",424,0.0107803005263024
"U07199","East & Central Brighton 1 PCN","Female","80-84 years","1st Apr 2022",295,0.00750044494164908
"U07199","East & Central Brighton 1 PCN","Female","85-89 years","1st Apr 2022",217,0.00551727644860288
"U07199","East & Central Brighton 1 PCN","Female","90-94 years","1st Apr 2022",84,0.00213571991558821
"U07199","East & Central Brighton 1 PCN","Female","95+ years","1st Apr 2022",32,0.000813607586890748
"U07199","East & Central Brighton 1 PCN","Male","0-4 years","1st Apr 2022",802,0.0203910401464494
"U07199","East & Central Brighton 1 PCN","Male","5-9 years","1st Apr 2022",901,0.0229081386183926
"U07199","East & Central Brighton 1 PCN","Male","10-14 years","1st Apr 2022",1081,0.0274846812946531
"U07199","East & Central Brighton 1 PCN","Male","15-19 years","1st Apr 2022",1001,0.0254506623274262
"U07199","East & Central Brighton 1 PCN","Male","20-24 years","1st Apr 2022",1507,0.0383158322951362
"U07199","East & Central Brighton 1 PCN","Male","25-29 years","1st Apr 2022",1589,0.0404007017365437
"U07199","East & Central Brighton 1 PCN","Male","30-34 years","1st Apr 2022",1774,0.0451043705982558
"U07199","East & Central Brighton 1 PCN","Male","35-39 years","1st Apr 2022",1672,0.0425109964150416
"U07199","East & Central Brighton 1 PCN","Male","40-44 years","1st Apr 2022",1626,0.0413414355088861
"U07199","East & Central Brighton 1 PCN","Male","45-49 years","1st Apr 2022",1497,0.0380615799242328
"U07199","East & Central Brighton 1 PCN","Male","50-54 years","1st Apr 2022",1570,0.0399176222318273
"U07199","East & Central Brighton 1 PCN","Male","55-59 years","1st Apr 2022",1477,0.0375530751824261
"U07199","East & Central Brighton 1 PCN","Male","60-64 years","1st Apr 2022",1113,0.0282982888815438
"U07199","East & Central Brighton 1 PCN","Male","65-69 years","1st Apr 2022",845,0.0214843253413338
"U07199","East & Central Brighton 1 PCN","Male","70-74 years","1st Apr 2022",655,0.01665353029417
"U07199","East & Central Brighton 1 PCN","Male","75-79 years","1st Apr 2022",406,0.0103226462586764
"U07199","East & Central Brighton 1 PCN","Male","80-84 years","1st Apr 2022",267,0.00678853830311968
"U07199","East & Central Brighton 1 PCN","Male","85-89 years","1st Apr 2022",148,0.00376293508936971
"U07199","East & Central Brighton 1 PCN","Male","90-94 years","1st Apr 2022",53,0.0013475375657878
"U07199","East & Central Brighton 1 PCN","Male","95+ years","1st Apr 2022",11,0.000279677607993695
"U08235","Regis Healthcare PCN","Female","0-4 years","1st Apr 2022",1939,0.0192023926240629
"U08235","Regis Healthcare PCN","Female","5-9 years","1st Apr 2022",2351,0.0232825296849778
"U08235","Regis Healthcare PCN","Female","10-14 years","1st Apr 2022",2495,0.0247085970072393
